"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","25-Mar-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","504.45","0","0","-","0","0","6589.75"
"NIFTY","26-Mar-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","487.8","0","0","-","0","0","6601.4"
"NIFTY","27-Mar-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","497.7","0","0","-","0","0","6641.75"
"NIFTY","28-Mar-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","524.5","0","0","-","0","0","6695.9"
"NIFTY","31-Mar-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","507.75","0","0","-","0","0","6704.2"
"NIFTY","01-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","499.55","0","0","-","0","0","6721.05"
"NIFTY","02-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","475.6","0","0","-","0","0","6752.55"
"NIFTY","03-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","447.45","0","0","-","0","0","6736.1"
"NIFTY","04-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","433.45","0","0","-","0","0","6694.35"
"NIFTY","07-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","410.5","0","0","-","0","0","6695.05"
"NIFTY","09-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","536.7","0","0","-","0","0","6796.2"
"NIFTY","10-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","508","0","0","-","0","0","6796.4"
"NIFTY","11-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","479.75","0","0","-","0","0","6776.3"
"NIFTY","15-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","446.5","0","0","-","0","0","6733.1"
"NIFTY","16-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","433.45","0","0","-","0","0","6675.3"
"NIFTY","17-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","551.2","0","0","-","0","0","6779.4"
"NIFTY","21-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","550.25","0","0","-","0","0","6817.65"
"NIFTY","22-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","528.45","0","0","-","0","0","6815.35"
"NIFTY","23-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","531.55","0","0","-","0","0","6840.8"
"NIFTY","25-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","505.95","0","0","-","0","0","6782.75"
"NIFTY","28-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","479.1","0","0","-","0","0","6761.25"
"NIFTY","29-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","452.25","0","0","-","0","0","6715.25"
"NIFTY","30-Apr-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","429.35","0","0","-","0","0","6696.4"
"NIFTY","02-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","408.1","0","0","-","0","0","6694.8"
"NIFTY","05-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","391.65","0","0","-","0","0","6699.35"
"NIFTY","06-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","383.95","0","0","-","0","0","6715.3"
"NIFTY","07-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","374.05","0","0","-","0","0","6652.55"
"NIFTY","08-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","359.25","0","0","-","0","0","6659.85"
"NIFTY","09-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","714.3","0","0","-","0","0","6858.8"
"NIFTY","12-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","898.75","0","0","-","0","0","7014.25"
"NIFTY","13-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","966.7","0","0","-","0","0","7108.75"
"NIFTY","14-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","936.9","0","0","-","0","0","7108.75"
"NIFTY","15-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","914.65","0","0","-","0","0","7123.15"
"NIFTY","16-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","962.8","0","0","-","0","0","7203"
"NIFTY","19-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","984.55","0","0","-","0","0","7263.55"
"NIFTY","20-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","956.85","0","0","-","0","0","7275.5"
"NIFTY","21-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","915.95","0","0","-","0","0","7252.9"
"NIFTY","22-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","908.7","0","0","-","0","0","7276.4"
"NIFTY","23-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","982.55","0","0","-","0","0","7367.1"
"NIFTY","26-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","935.1","0","0","-","0","0","7359.05"
"NIFTY","27-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","896.5","0","0","-","0","0","7318"
"NIFTY","28-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","881.45","0","0","-","0","0","7329.65"
"NIFTY","29-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","853.1","0","0","-","0","0","7235.65"
"NIFTY","30-May-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","827","0","0","-","0","0","7229.95"
"NIFTY","02-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","970.55","0","0","-","0","0","7362.5"
"NIFTY","03-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","991.4","0","0","-","0","0","7415.85"
"NIFTY","04-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","955.35","0","0","-","0","0","7402.25"
"NIFTY","05-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","996.6","0","0","-","0","0","7474.1"
"NIFTY","06-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1093.2","0","0","-","0","0","7583.4"
"NIFTY","09-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1137.1","0","0","-","0","0","7654.6"
"NIFTY","10-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1103.55","0","0","-","0","0","7656.4"
"NIFTY","11-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1059.8","0","0","-","0","0","7626.85"
"NIFTY","12-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1053.25","0","0","-","0","0","7649.9"
"NIFTY","13-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1019.3","0","0","-","0","0","7542.1"
"NIFTY","16-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1000.8","0","0","-","0","0","7533.55"
"NIFTY","17-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1091.15","0","0","-","0","0","7631.7"
"NIFTY","18-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1040.95","0","0","-","0","0","7558.2"
"NIFTY","19-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1004.9","0","0","-","0","0","7540.7"
"NIFTY","20-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","950.9","0","0","-","0","0","7511.45"
"NIFTY","23-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","913.05","0","0","-","0","0","7493.35"
"NIFTY","24-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","982.8","0","0","-","0","0","7580.2"
"NIFTY","25-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","953.75","0","0","-","0","0","7569.25"
"NIFTY","26-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","910.9","0","0","-","0","0","7493.2"
"NIFTY","27-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","898.15","0","0","-","0","0","7508.8"
"NIFTY","30-Jun-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","991.1","0","0","-","0","0","7611.35"
"NIFTY","01-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","980.2","0","0","-","0","0","7634.7"
"NIFTY","02-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1051.35","0","0","-","0","0","7725.15"
"NIFTY","03-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1016.2","0","0","-","0","0","7714.8"
"NIFTY","04-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1019.25","0","0","-","0","0","7751.6"
"NIFTY","07-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1029.15","0","0","-","0","0","7787.15"
"NIFTY","08-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1039","0","0","-","0","0","7623.2"
"NIFTY","09-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1003.95","0","0","-","0","0","7585"
"NIFTY","10-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","970.15","0","0","-","0","0","7567.75"
"NIFTY","11-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","941.2","0","0","-","0","0","7459.6"
"NIFTY","14-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","906.95","0","0","-","0","0","7454.15"
"NIFTY","15-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","955.15","0","0","-","0","0","7526.65"
"NIFTY","16-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1038.2","0","0","-","0","0","7624.4"
"NIFTY","17-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1018.3","0","0","-","0","0","7640.45"
"NIFTY","18-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1013.3","0","0","-","0","0","7663.9"
"NIFTY","21-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1004.7","0","0","-","0","0","7684.2"
"NIFTY","22-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1068.95","0","0","-","0","0","7767.85"
"NIFTY","23-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1066.6","0","0","-","0","0","7795.75"
"NIFTY","24-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1073.25","0","0","-","0","0","7830.6"
"NIFTY","25-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1034.9","0","0","-","0","0","7790.45"
"NIFTY","28-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","993.8","0","0","-","0","0","7748.7"
"NIFTY","30-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1003","0","0","-","0","0","7791.4"
"NIFTY","31-Jul-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","962.6","0","0","-","0","0","7721.3"
"NIFTY","01-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","940.35","0","0","-","0","0","7602.6"
"NIFTY","04-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","996.45","0","0","-","0","0","7683.65"
"NIFTY","05-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1031.2","0","0","-","0","0","7746.55"
"NIFTY","06-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","995.6","0","0","-","0","0","7672.05"
"NIFTY","07-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","960.2","0","0","-","0","0","7649.25"
"NIFTY","08-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","923","0","0","-","0","0","7568.55"
"NIFTY","11-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","941.9","0","0","-","0","0","7625.95"
"NIFTY","12-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1035.7","0","0","-","0","0","7727.05"
"NIFTY","13-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1019.1","0","0","-","0","0","7739.55"
"NIFTY","14-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1045.05","0","0","-","0","0","7791.7"
"NIFTY","18-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1104.95","0","0","-","0","0","7874.25"
"NIFTY","19-Aug-2014","29-Dec-2016","CE","9000","0","0","0","523.45","0","1100.3","0","0","-","0","0","7897.5"
