Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,5310.149902,5337.450195,5301.000000,5310.500000,4831.187500,1622
2014-01-02,5337.500000,5350.100098,5210.000000,5290.600098,4813.083984,3905
2014-01-03,5361.000000,5585.000000,5305.100098,5334.950195,4853.429688,21513
2014-01-06,5352.000000,5445.000000,5336.000000,5380.450195,4894.825684,4134
2014-01-07,5391.000000,5422.000000,5355.549805,5378.149902,4892.731445,2589
2014-01-08,5412.000000,5425.000000,5379.299805,5407.200195,4919.159180,2814
2014-01-09,5424.000000,5424.000000,5363.000000,5370.850098,4886.089844,2352
2014-01-10,5394.500000,5447.000000,5351.149902,5412.850098,4924.298828,3982
2014-01-13,5425.000000,5444.250000,5375.649902,5420.149902,4930.940918,3708
2014-01-14,5404.350098,5414.399902,5350.600098,5378.500000,4893.049805,1879
2014-01-15,5390.000000,5390.000000,5175.000000,5230.700195,4758.590820,4367
2014-01-16,5259.200195,5273.899902,5130.000000,5141.700195,4677.623535,4363
2014-01-17,5163.399902,5250.000000,5152.000000,5236.950195,4764.274902,2497
2014-01-20,5219.000000,5225.000000,5180.000000,5208.200195,4738.121094,2572
2014-01-21,5200.000000,5200.000000,5150.000000,5169.549805,4702.958496,1752
2014-01-22,5167.350098,5169.700195,5135.000000,5140.950195,4676.940430,1925
2014-01-23,5131.500000,5167.950195,5087.000000,5098.500000,4638.322266,3253
2014-01-24,5094.000000,5109.299805,5075.000000,5085.549805,4626.541504,3164
2014-01-27,5090.000000,5110.000000,5031.000000,5051.899902,4595.928223,3302
2014-01-28,5055.000000,5059.000000,4960.100098,4970.299805,4521.691895,2343
2014-01-29,4989.899902,5039.899902,4973.500000,5028.600098,4574.730957,761
2014-01-30,5025.000000,5025.000000,4933.100098,4952.799805,4505.773438,2787
2014-01-31,4960.149902,5091.399902,4905.200195,5044.299805,4589.013672,5105
2014-02-03,5044.000000,5044.000000,4923.100098,4940.049805,4494.173828,8622
2014-02-04,4940.049805,5010.000000,4930.850098,4972.000000,4523.239746,2600
2014-02-05,4982.799805,5036.950195,4975.000000,5011.899902,4559.538086,1524
2014-02-06,5019.399902,5025.000000,4990.000000,5008.799805,4556.717773,1659
2014-02-07,5020.000000,5030.750000,5001.200195,5014.549805,4561.948730,1294
2014-02-10,5008.450195,5040.000000,4970.000000,5031.750000,4577.597168,1049
2014-02-11,5016.700195,5149.000000,5016.700195,5055.850098,4599.522461,4232
2014-02-12,5082.500000,5114.000000,5042.250000,5070.350098,4612.712402,3486
2014-02-13,5128.000000,5199.000000,5079.250000,5105.100098,4644.325195,4451
2014-02-14,5123.799805,5137.600098,5051.000000,5075.399902,4617.307129,3096
2014-02-17,5145.000000,5145.000000,4940.399902,5010.850098,4558.583984,2045
2014-02-18,5013.950195,5043.200195,4999.000000,5026.149902,4572.501465,675
2014-02-19,5054.000000,5077.299805,5024.000000,5057.350098,4600.885742,1982
2014-02-20,5049.500000,5070.000000,5026.149902,5042.950195,4587.785645,1976
2014-02-21,5040.000000,5066.600098,5025.000000,5038.450195,4583.693848,2390
2014-02-24,5054.399902,5060.000000,5016.399902,5036.600098,4582.009766,1163
2014-02-25,5044.299805,5044.299805,4985.000000,5007.250000,4555.308105,2437
2014-02-26,5004.500000,5013.000000,4952.000000,5000.000000,4548.712891,12343
2014-02-28,5021.000000,5021.000000,4796.200195,4849.799805,4412.067871,7518
2014-03-03,4874.899902,4881.000000,4630.000000,4663.049805,4242.174805,10349
2014-03-04,4692.000000,4715.500000,4650.899902,4702.799805,4278.336426,4859
2014-03-05,4720.000000,4825.000000,4720.000000,4782.649902,4350.980469,2838
2014-03-06,4781.000000,4901.899902,4779.600098,4882.899902,4442.183105,8986
2014-03-07,4890.000000,4925.000000,4855.250000,4894.850098,4453.053223,2371
2014-03-10,4930.000000,4930.000000,4780.000000,4811.799805,4377.499023,3726
2014-03-11,4820.000000,4835.000000,4770.000000,4795.350098,4362.533691,2183
2014-03-12,4810.000000,4816.649902,4778.750000,4792.799805,4360.213867,1578
