Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,312.579987,359.500000,285.250000,354.529999,354.529999,103057100
2015-02-01,350.049988,389.369995,350.010010,380.160004,380.160004,70846200
2015-03-01,380.850006,388.420013,365.649994,372.100006,372.100006,55502800
2015-04-01,372.100006,452.649994,368.339996,421.779999,421.779999,84404800
2015-05-01,423.820007,439.000000,414.549988,429.230011,429.230011,51983000
2015-06-01,430.399994,447.040009,419.140015,434.089996,434.089996,54987500
2015-07-01,439.350006,580.570007,425.570007,536.150024,536.150024,102070000
2015-08-01,537.450012,542.739990,451.000000,512.890015,512.890015,82863200
2015-09-01,499.140015,549.780029,490.500000,511.890015,511.890015,76768900
2015-10-01,511.000000,630.719971,506.000000,625.900024,625.900024,97126100
2015-11-01,627.130005,682.770020,620.409973,664.799988,664.799988,87304900
2015-12-01,673.750000,696.440002,635.270020,675.890015,675.890015,90187500
2016-01-01,656.289978,657.719971,547.179993,587.000000,587.000000,130200900
2016-02-01,578.150024,581.799988,474.000000,552.520020,552.520020,124144800
2016-03-01,556.289978,603.239990,538.580017,593.640015,593.640015,94009500
2016-04-01,590.489990,669.979980,585.250000,659.590027,659.590027,78464200
2016-05-01,663.919983,724.229980,656.000000,722.789978,722.789978,90614500
2016-06-01,720.900024,731.500000,682.119995,715.619995,715.619995,74540900
2016-07-01,717.320007,766.000000,716.539978,758.809998,758.809998,68635500
2016-08-01,759.869995,774.979980,750.349976,769.159973,769.159973,50000400
2016-09-01,770.900024,839.950012,756.000000,837.309998,837.309998,67335700
2016-10-01,836.000000,847.210022,774.609985,789.820007,789.820007,77063800
2016-11-01,799.000000,800.840027,710.099976,750.570007,750.570007,110085900
2016-12-01,752.409973,782.460022,736.700012,749.869995,749.869995,73660200
2017-01-01,757.919983,843.840027,747.700012,823.479980,823.479980,70614000
2017-02-01,829.210022,860.859985,803.000000,845.039978,845.039978,71748300
2017-03-01,853.049988,890.349976,833.500000,886.539978,886.539978,60710700
2017-04-01,888.000000,949.590027,884.489990,924.989990,924.989990,73539700
2017-05-01,927.799988,1001.200012,927.799988,994.619995,994.619995,76202000
2017-06-01,998.590027,1017.000000,927.000000,968.000000,968.000000,96135400
2017-07-01,972.789978,1083.310059,951.000000,987.780029,987.780029,78812400
2017-08-01,996.109985,1006.400024,936.330017,980.599976,980.599976,77391800
2017-09-01,984.200012,1000.000000,931.750000,961.349976,961.349976,59291800
2017-10-01,964.000000,1122.790039,950.369995,1105.280029,1105.280029,83334100
2017-11-01,1105.400024,1213.410034,1086.869995,1176.750000,1176.750000,77165000
2017-12-01,1172.050049,1194.780029,1124.739990,1169.469971,1169.469971,57760200
2018-01-01,1172.000000,1472.579956,1170.510010,1450.890015,1450.890015,96371200
2018-02-01,1445.000000,1528.699951,1265.930054,1512.449951,1512.449951,137784000
2018-03-01,1513.599976,1617.540039,1365.199951,1447.339966,1447.339966,130400100
2018-04-01,1417.619995,1638.099976,1352.880005,1566.130005,1566.130005,129919600
2018-05-01,1563.219971,1635.000000,1546.020020,1629.619995,1629.619995,71615500
2018-06-01,1637.030029,1763.099976,1635.089966,1699.800049,1699.800049,85941300
2018-07-01,1682.699951,1880.050049,1678.060059,1777.439941,1777.439941,97521100
2018-08-01,1784.000000,2025.569946,1776.020020,2012.709961,2012.709961,96575800
2018-09-01,2026.500000,2050.500000,1865.000000,2003.000000,2003.000000,94445500
2018-10-01,2021.989990,2033.189941,1476.359985,1598.010010,1598.010010,183220800
2018-11-01,1623.530029,1784.000000,1420.000000,1690.170044,1690.170044,139290000
2018-12-01,1769.459961,1778.339966,1307.000000,1501.969971,1501.969971,154812700
2019-01-01,1465.199951,1736.410034,1460.930054,1718.729980,1718.729980,134001700
2019-02-01,1638.880005,1673.060059,1566.760010,1639.829956,1639.829956,80936900
2019-03-01,1655.130005,1823.750000,1586.569946,1780.750000,1780.750000,100832200
2019-04-01,1800.109985,1956.339966,1798.729980,1926.520020,1926.520020,81239200
2019-05-01,1933.089966,1964.400024,1772.699951,1775.069946,1775.069946,98214400
2019-06-01,1760.010010,1935.199951,1672.000000,1893.630005,1893.630005,74746500
2019-07-01,1922.979980,2035.800049,1849.439941,1866.780029,1866.780029,73148800
2019-08-01,1871.719971,1897.920044,1743.510010,1776.290039,1776.290039,79771200
2019-09-01,1770.000000,1853.660034,1709.219971,1735.910034,1735.910034,61172900
2019-10-01,1746.000000,1798.849976,1685.060059,1776.660034,1776.660034,70360500
2019-11-01,1788.010010,1824.689941,1722.709961,1800.800049,1800.800049,52076200
2019-12-01,1804.400024,1901.400024,1735.000000,1847.839966,1847.839966,68149600
