Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,48.275002,48.724998,46.014999,46.125000,43.137493,130906000
2015-02-01,46.340000,48.705002,45.345001,48.560001,45.414787,138933400
2015-03-01,48.445000,51.895000,47.590000,50.165001,47.051914,189358200
2015-04-01,50.000000,51.000000,49.070000,49.419998,46.353134,112486800
2015-05-01,49.939999,52.750000,49.705002,50.834999,47.680328,114083800
2015-06-01,50.884998,55.169998,50.389999,54.009998,50.796604,137113200
2015-07-01,54.474998,57.970001,54.294998,57.610001,54.182411,126937800
2015-08-01,57.755001,58.860001,47.250000,55.875000,52.550636,169758600
2015-09-01,54.490002,62.974998,54.014999,61.485001,57.826866,222222800
2015-10-01,61.580002,66.760002,60.500000,65.514999,61.773346,177921400
2015-11-01,65.864998,67.650002,60.209999,66.139999,62.362652,163167800
2015-12-01,66.059998,68.195000,62.150002,62.500000,58.930531,234856100
2016-01-01,61.110001,62.590000,56.590000,62.009998,58.610252,201105100
2016-02-01,61.750000,63.500000,53.639999,61.590000,58.213272,211308000
2016-03-01,61.970001,65.440002,57.950001,61.470001,58.099857,230587100
2016-04-01,61.220001,61.849998,56.889999,58.939999,55.852184,178121800
2016-05-01,59.090000,59.990002,55.169998,55.220001,52.327084,192375000
2016-06-01,53.330002,55.639999,51.480000,55.200001,52.308132,316677800
2016-07-01,55.070000,58.869999,54.820000,55.500000,52.746052,166822100
2016-08-01,55.730000,60.330002,54.279999,57.639999,54.779861,181042100
2016-09-01,57.669998,59.180000,52.119999,52.650002,50.037468,230941100
2016-10-01,52.540001,53.060001,50.000000,50.180000,47.822777,190328000
2016-11-01,50.500000,51.889999,49.009998,50.070000,47.717949,166212700
2016-12-01,50.110001,53.349998,50.060001,50.830002,48.442253,215471200
2017-01-01,51.990002,54.119999,51.630001,52.900002,50.596901,175931200
2017-02-01,52.980000,58.419998,52.049999,57.160000,54.671436,178369800
2017-03-01,57.860001,59.000000,53.759998,55.730000,53.303696,249512200
2017-04-01,55.740002,56.689999,54.500000,55.410000,53.162758,137922800
2017-05-01,55.430000,55.450001,50.810001,52.990002,50.840900,223428200
2017-06-01,53.060001,59.709999,50.790001,59.000000,56.607159,275425100
2017-07-01,58.369999,60.000000,57.000000,59.049999,56.848232,158127000
2017-08-01,59.000000,60.529999,52.070000,52.810001,50.840900,174951200
2017-09-01,53.000000,54.160000,51.029999,51.849998,50.088230,211929400
2017-10-01,52.160000,57.250000,50.349998,54.990002,53.121532,247775300
2017-11-01,55.419998,61.209999,54.590000,60.419998,58.367035,182957400
2017-12-01,60.419998,65.190002,59.240002,62.549999,60.424664,198525200
2018-01-01,62.849998,68.830002,62.549999,68.220001,66.120880,157812200
2018-02-01,67.669998,70.250000,62.090000,67.029999,64.967491,160317000
2018-03-01,67.239998,67.690002,63.889999,66.440002,64.395653,174066700
2018-04-01,65.970001,70.000000,63.209999,68.389999,66.486153,158981900
2018-05-01,67.980003,73.489998,66.639999,71.800003,69.801208,129566300
2018-06-01,72.120003,81.000000,71.150002,79.680000,77.461845,156494400
2018-07-01,78.580002,79.480003,75.059998,76.910004,74.977821,122265700
2018-08-01,76.500000,83.680000,76.500000,82.199997,80.134918,123704500
2018-09-01,79.389999,86.040001,79.000000,84.720001,82.795029,165674100
2018-10-01,85.099998,85.849998,70.690002,75.040001,73.334991,199348500
2018-11-01,75.230003,78.589996,69.519997,75.120003,73.413177,132667800
2018-12-01,77.099998,79.000000,66.529999,74.139999,72.670494,180370600
2019-01-01,72.790001,81.949997,71.209999,81.879997,80.257065,153019800
2019-02-01,81.830002,86.400002,80.830002,85.730003,84.030785,104258200
2019-03-01,86.930000,88.589996,80.889999,84.209999,82.540894,157838000
2019-04-01,85.040001,90.000000,83.970001,87.830002,86.310638,117371600
2019-05-01,87.730003,87.949997,77.070000,77.139999,75.805557,161721400
2019-06-01,77.239998,86.849998,77.080002,83.949997,82.727379,134665600
2019-07-01,84.930000,89.870003,84.220001,86.029999,84.777092,117789600
2019-08-01,85.260002,86.769997,78.190002,84.500000,83.269371,138117200
2019-09-01,84.000000,94.080002,83.620003,93.919998,92.791275,134314200
2019-10-01,94.129997,96.870003,88.940002,89.550003,88.473801,155234600
2019-11-01,90.180000,95.120003,88.739998,93.489998,92.366440,109098200
2019-12-01,94.089996,101.790001,91.309998,101.309998,100.353630,130170700
