Date,WIPRO.BO,BAJAJ-AUTO.BO,HDFCBANK.BO,HEROMOTOCO.BO,TCS.BO,INFY.BO,NESTLEIND.BO,MARUTI.BO,RELIANCE.BO,TATAMOTORS.BO,BSE Index
2014-01-01,,,,,,,,,,,0.0038501674947798697
2014-01-02,-0.015663947940982914,0.0031397174254317317,0.004724445444319603,0.0017308163461537962,-0.00917431192660545,-0.007046718991692957,0.0051505321892511,-0.0006235338217589481,-0.007527181488709234,-0.008066703675233433,0.013766823175942591
2014-01-03,-0.004701583043892343,-0.010432968179447055,-0.022242160719791237,-0.006047272704630013,0.00694444444444442,0.001327052886971325,0.004402810304449556,0.003403289846851898,-0.022247177528090023,-0.0187974360864408,-0.001525006742741663
2014-01-06,0.014534879847779125,0.0010542962572481773,0.013740458015267132,0.014002897151134786,0.02344827586206888,0.03140305387496389,-0.0016787912702853625,0.018117608253250372,-0.00712481258848785,-0.0040761145518015685,0.006048080604569997
2014-01-07,0.0005372634692002443,-0.005792522380200116,0.009036144578313143,-0.0128571428571429,0.00552562803234502,-0.019553072625698276,0.007286995515695116,0.019405319146686306,-0.00983796296296291,0.001364293331173938,0.007317038441453204
2014-01-08,-0.015213885174367392,0.00794491525423724,-0.008880614925373176,0.004631016883743344,-0.010476678504722114,-0.012535612535612528,0.003895381190873737,0.00299564270152497,-0.01180593337229685,0.0,0.0018316701421202267
2014-01-09,-0.005816123410468221,0.00788229111928529,0.0014306332613021056,-0.006770429912848264,0.0068401477886383955,-0.008770889786497316,0.0022172949002217113,0.010046158023350626,0.005441182717543791,0.010899151599996548,0.002040946140790775
2014-01-10,-0.007129768053775298,-0.004692387904066786,-0.0029323488721805235,0.0016920473773265332,0.008968609865470878,0.016998458018438578,-0.005438790560472029,-0.025215066666666508,-0.001823515294117728,-0.011051255302064855,0.00010743697349947754
2014-01-13,0.021911215175188348,-0.002619172341540077,-0.0015835729115494246,-0.017857142857142905,0.01777777777777767,0.02232398397252422,0.005653906756881932,-0.00612209814512743,0.01962397756439671,0.019351341198265537,-0.01360501395877028
2014-01-14,0.013513510526743655,-0.0031512605042016695,0.01722058006042304,-0.0009828009828010131,0.0393013100436681,0.01791713325867872,-0.003806433548387167,-0.010543840177580477,0.014160213085013362,0.002139046606885575,0.0038891376272791483
2014-01-15,-0.013333330425679635,-0.011591148577449917,0.0008909652192112816,0.0034431874077718305,-0.015546218487394903,0.013503876787678726,-0.0026552865265538905,-0.0028042624789680337,0.0030204867755077025,-0.0021344808528598325,-0.009389074402295944
